https://github.com/iburn78/trader URL에서
 * branch            main       -> FETCH_HEAD
이미 업데이트 상태입니다.
Company health data collection initiated at 2026-05-17 02:00:06.890480
Updating KRX data...
Updating between dates: 2026-05-09 / 2026-05-17
FULL rescan codes:
Total 71 items.
[0-70] ['0004V0', '0009K0', '0015S0', '002960', '003460', '004720', '004970', '005850', '006800', '009270', '009830', '010770', '011070', '012690', '0126Z0', '014820', '024740', '026150', '027050', '038530', '041920', '051600', '059210', '060370', '060850', '065650', '065660', '071320', '076610', '089590', '090080', '090710', '091580', '096530', '100250', '107600', '111110', '111380', '115440', '124560', '139130', '175250', '187220', '188260', '207940', '208370', '214430', '215790', '217330', '241710', '246960', '248170', '259960', '261520', '272210', '298020', '306620', '330730', '373110', '375500', '376900', '383930', '403490', '417010', '424870', '432320', '443060', '452260', '452280', '475230', '487360']
PARTIAL rescan codes:
Total 543 items.
[0-99] ['001530', '002820', '047820', '006120', '190510', '005870', '205470', '069960', '001940', '000230', '100120', '015890', '260930', '263750', '089470', '102940', '950200', '003670', '012630', '004100', '000950', '161000', '111710', '024800', '031430', '060720', '033320', '040300', '011330', '002240', '282330', '003550', '088130', '403870', '000250', '090850', '010130', '055550', '330590', '047810', '014470', '169330', '183300', '017250', '200880', '017800', '078890', '044490', '001040', '077500', '017900', '083310', '063080', '002020', '091810', '185750', '003650', '000120', '400760', '204270', '354320', '039980', '004970', '053080', '151860', '067570', '196170', '005290', '009970', '008730', '007160', '241560', '393890', '082640', '475430', '105630', '000680', '108230', '103590', '119610', '066620', '075580', '018250', '069620', '003120', '009680', '462510', '108320', '000860', '042520', '068790', '089980', '352820', '105560', '007280', '030000', '141000', '126340', '009770', '241820']
[100-199] ['001810', '000270', '293480', '950160', '000660', '002070', '214180', '001680', '319400', '089010', '008060', '234100', '032800', '128820', '163560', '101530', '183190', '002100', '024110', '088800', '487570', '000210', '054930', '143160', '122450', '023590', '007210', '000540', '004440', '085620', '212560', '021320', '030530', '490470', '000990', '039830', '006400', '034730', '014160', '007810', '058730', '041510', '016380', '009580', '267270', '038540', '014620', '189690', '017550', '039020', '006110', '007660', '051900', '052690', '272450', '067280', '034310', '000400', '005180', '005750', '348210', '234340', '137950', '086520', '274090', '032830', '001460', '051500', '036690', '000180', '348370', '013580', '005960', '016880', '096760', '003080', '437730', '450080', '194370', '104700', '000020', '084690', '126700', '020000', '006800', '005930', '063570', '012750', '457190', '010820', '950220', '068760', '293490', '010140', '001340', '350520', '018310', '118990', '051370', '016360']
[200-299] ['001470', '003490', '009200', '267260', '241710', '005880', '102370', '071840', '071090', '079370', '025900', '035510', '005490', '009070', '001060', '257720', '029460', '067160', '012030', '002460', '004700', '003610', '053450', '102460', '004090', '207940', '267250', '024850', '011810', '297890', '003300', '267980', '033560', '234690', '000080', '417200', '198940', '093240', '033640', '259960', '008830', '091120', '005250', '172670', '007680', '230360', '021820', '181710', '095660', '053050', '029780', '000720', '037270', '093370', '001450', '000700', '078160', '012510', '481850', '109610', '003100', '117580', '036030', '005010', '141080', '025000', '004540', '006660', '084110', '052420', '008930', '018260', '034120', '059090', '044180', '058860', '011000', '091580', '099440', '192650', '049430', '036630', '122900', '009290', '214680', '115450', '060560', '121800', '005160', '019210', '123040', '307750', '103140', '002840', '007690', '140070', '035760', '092230', '372170', '123420']
[300-399] ['412540', '215200', '037230', '307950', '000070', '009160', '007390', '005740', '214450', '062040', '011280', '249420', '008250', '024090', '290650', '007700', '050860', '058850', '006090', '043650', '378850', '271940', '061970', '119830', '015590', '383310', '215000', '035900', '064350', '095570', '001020', '001080', '094480', '484870', '475560', '008770', '007860', '005500', '024900', '068240', '004560', '033920', '014790', '322000', '078340', '036460', '458650', '131090', '0008Z0', '0126Z0', '007570', '004780', '043260', '039130', '035890', '382840', '079940', '042420', '383800', '001440', '004840', '230240', '030200', '128940', '108490', '006650', '086900', '079430', '002200', '069510', '004890', '024120', '126600', '227840', '016800', '461300', '025540', '006260', '003920', '009150', '025320', '035420', '096770', '009540', '089140', '002220', '353810', '101360', '383220', '008420', '004170', '460850', '092190', '093050', '211050', '234080', '036570', '032500', '042700', '007340']
[400-499] ['016450', '001070', '015760', '180640', '081000', '334970', '194480', '001570', '036830', '007460', '299030', '011320', '064260', '002310', '005030', '000320', '357230', '003960', '004360', '036540', '122870', '000910', '089590', '251370', '047040', '143210', '204320', '284740', '278470', '003690', '005810', '326030', '950190', '091700', '064760', '092780', '086790', '088260', '039560', '067000', '294870', '404990', '006220', '047050', '001430', '104460', '016710', '053030', '088390', '036560', '950130', '950140', '357780', '244920', '012700', '053700', '068930', '046940', '071050', '011370', '097870', '017940', '086890', '064800', '006890', '005440', '028300', '089030', '028260', '002320', '008700', '073560', '005990', '232140', '192400', '316140', '456160', '441270', '097950', '005830', '256840', '008870', '000100', '004140', '038110', '009410', '052300', '008260', '018000', '041650', '001520', '060980', '030960', '0120G0', '015860', '018670', '035720', '084440', '028100', '112040']
[500-542] ['027410', '018290', '016590', '192080', '069730', '004270', '053280', '001630', '068270', '000640', '095720', '123410', '017860', '010040', '069640', '119850', '019170', '294570', '265520', '033160', '216080', '028050', '001500', '160980', '002350', '024830', '024840', '126560', '000810', '011790', '099190', '348950', '015710', '226320', '298050', '004910', '039570', '306200', '375500', '281740', '001740', '264900', '000850']
full_rescan batch operation: 0
Financial data collection log >> 
2026-05-17 02:00:30.297391, no: 0, code 0004V0 in process
2026-05-17 02:20:03.664914, no: 22, code 111710 in process
2026-05-17 02:20:11.251775, no: 23, code 024800 in process
2026-05-17 02:20:18.835495, no: 24, code 031430 in process
2026-05-17 02:20:26.288353, no: 25, code 060720 in process
2026-05-17 02:20:33.968583, no: 26, code 033320 in process
2026-05-17 02:20:41.314104, no: 27, code 040300 in process
2026-05-17 02:20:49.260687, no: 28, code 011330 in process
2026-05-17 02:20:56.889221, no: 29, code 002240 in process
2026-05-17 02:21:05.183429, no: 30, code 282330 in process
2026-05-17 02:21:12.625558, no: 31, code 003550 in process
2026-05-17 02:21:20.057256, no: 32, code 088130 in process
2026-05-17 02:21:27.441818, no: 33, code 403870 in process
2026-05-17 02:21:35.808899, no: 34, code 000250 in process
2026-05-17 02:21:43.562528, no: 35, code 090850 in process
2026-05-17 02:21:51.599360, no: 36, code 010130 in process
2026-05-17 02:21:58.955771, no: 37, code 055550 in process
2026-05-17 02:22:06.426805, no: 38, code 330590 in process
2026-05-17 02:22:12.287020, no: 39, code 047810 in process
2026-05-17 02:22:20.089266, no: 40, code 014470 in process
2026-05-17 02:22:27.475657, no: 41, code 169330 in process
2026-05-17 02:22:35.804602, no: 42, code 183300 in process
2026-05-17 02:22:43.350349, no: 43, code 017250 in process
2026-05-17 02:22:50.930685, no: 44, code 200880 in process
2026-05-17 02:22:58.302836, no: 45, code 017800 in process
2026-05-17 02:23:05.766831, no: 46, code 078890 in process
2026-05-17 02:23:13.145148, no: 47, code 044490 in process
2026-05-17 02:23:20.454813, no: 48, code 001040 in process
2026-05-17 02:23:27.819196, no: 49, code 077500 in process
2026-05-17 02:23:35.147198, no: 50, code 017900 in process
2026-05-17 02:23:42.659728, no: 51, code 083310 in process
2026-05-17 02:23:50.061741, no: 52, code 063080 in process
2026-05-17 02:23:57.596561, no: 53, code 002020 in process
2026-05-17 02:24:04.942224, no: 54, code 091810 in process
2026-05-17 02:24:12.618517, no: 55, code 185750 in process
2026-05-17 02:24:20.184695, no: 56, code 003650 in process
2026-05-17 02:24:27.536021, no: 57, code 000120 in process
2026-05-17 02:24:35.076431, no: 58, code 400760 in process
2026-05-17 02:24:40.956701, no: 59, code 204270 in process
2026-05-17 02:24:48.450936, no: 60, code 354320 in process
2026-05-17 02:24:55.883914, no: 61, code 039980 in process
2026-05-17 02:25:03.200877, no: 62, code 004970 in process
2026-05-17 02:25:10.606182, no: 63, code 053080 in process
2026-05-17 02:25:17.999666, no: 64, code 151860 in process
2026-05-17 02:25:25.377016, no: 65, code 067570 in process
2026-05-17 02:25:32.786869, no: 66, code 196170 in process
2026-05-17 02:25:40.105963, no: 67, code 005290 in process
2026-05-17 02:25:47.454935, no: 68, code 009970 in process
2026-05-17 02:25:54.834735, no: 69, code 008730 in process
2026-05-17 02:26:02.220389, no: 70, code 007160 in process
2026-05-17 02:26:09.595208, no: 71, code 241560 in process
----> no: 71, code 241560 currency not in KRW, skipping
2026-05-17 02:26:14.821563, no: 72, code 393890 in process
2026-05-17 02:26:22.217204, no: 73, code 082640 in process
2026-05-17 02:26:29.558129, no: 74, code 475430 in process
2026-05-17 02:26:36.224957, no: 75, code 105630 in process
2026-05-17 02:26:43.528781, no: 76, code 000680 in process
2026-05-17 02:26:50.856438, no: 77, code 108230 in process
2026-05-17 02:26:58.247770, no: 78, code 103590 in process
2026-05-17 02:27:05.465215, no: 79, code 119610 in process
2026-05-17 02:27:12.725425, no: 80, code 066620 in process
2026-05-17 02:27:20.668749, no: 81, code 075580 in process
2026-05-17 02:27:28.051370, no: 82, code 018250 in process
2026-05-17 02:27:35.491979, no: 83, code 069620 in process
2026-05-17 02:27:42.855483, no: 84, code 003120 in process
2026-05-17 02:27:50.524798, no: 85, code 009680 in process
2026-05-17 02:27:57.882766, no: 86, code 462510 in process
2026-05-17 02:28:05.170103, no: 87, code 108320 in process
2026-05-17 02:28:13.362956, no: 88, code 000860 in process
2026-05-17 02:28:20.731835, no: 89, code 042520 in process
2026-05-17 02:28:28.239180, no: 90, code 068790 in process
2026-05-17 02:28:35.592271, no: 91, code 089980 in process
2026-05-17 02:28:42.993204, no: 92, code 352820 in process
2026-05-17 02:28:50.754720, no: 93, code 105560 in process
2026-05-17 02:28:58.384128, no: 94, code 007280 in process
2026-05-17 02:29:05.687175, no: 95, code 030000 in process
2026-05-17 02:29:12.987217, no: 96, code 141000 in process
2026-05-17 02:29:20.348476, no: 97, code 126340 in process
2026-05-17 02:29:27.911135, no: 98, code 009770 in process
2026-05-17 02:29:35.196705, no: 99, code 241820 in process
partial_rescan batch operation: 100
Financial data collection log >> 
2026-05-17 02:30:17.064791, no: 0, code 001810 in process
2026-05-17 02:30:24.568612, no: 1, code 000270 in process
2026-05-17 02:30:32.076133, no: 2, code 293480 in process
2026-05-17 02:30:39.523018, no: 3, code 950160 in process
----> no: 3, code 950160 currency not in KRW, skipping
2026-05-17 02:30:44.746652, no: 4, code 000660 in process
2026-05-17 02:30:52.109143, no: 5, code 002070 in process
2026-05-17 02:30:59.483849, no: 6, code 214180 in process
2026-05-17 02:31:06.901387, no: 7, code 001680 in process
2026-05-17 02:31:14.301566, no: 8, code 319400 in process
2026-05-17 02:31:21.856115, no: 9, code 089010 in process
2026-05-17 02:31:29.213211, no: 10, code 008060 in process
2026-05-17 02:31:36.528417, no: 11, code 234100 in process
2026-05-17 02:31:43.904346, no: 12, code 032800 in process
2026-05-17 02:31:51.486172, no: 13, code 128820 in process
2026-05-17 02:31:58.860750, no: 14, code 163560 in process
2026-05-17 02:32:06.183525, no: 15, code 101530 in process
2026-05-17 02:32:13.506165, no: 16, code 183190 in process
2026-05-17 02:32:20.816234, no: 17, code 002100 in process
2026-05-17 02:32:28.471764, no: 18, code 024110 in process
2026-05-17 02:32:35.875557, no: 19, code 088800 in process
2026-05-17 02:32:43.259569, no: 20, code 487570 in process
2026-05-17 02:32:50.549873, no: 21, code 000210 in process
2026-05-17 02:32:58.144178, no: 22, code 054930 in process
2026-05-17 02:33:05.553832, no: 23, code 143160 in process
2026-05-17 02:33:12.995356, no: 24, code 122450 in process
2026-05-17 02:33:20.538067, no: 25, code 023590 in process
2026-05-17 02:33:27.885165, no: 26, code 007210 in process
2026-05-17 02:33:35.203579, no: 27, code 000540 in process
2026-05-17 02:33:42.688275, no: 28, code 004440 in process
2026-05-17 02:33:50.045710, no: 29, code 085620 in process
2026-05-17 02:33:57.652520, no: 30, code 212560 in process
2026-05-17 02:34:04.975761, no: 31, code 021320 in process
2026-05-17 02:34:12.196443, no: 32, code 030530 in process
2026-05-17 02:34:19.769445, no: 33, code 490470 in process
2026-05-17 02:34:25.789478, no: 34, code 000990 in process
2026-05-17 02:34:33.102229, no: 35, code 039830 in process
2026-05-17 02:34:40.389445, no: 36, code 006400 in process
2026-05-17 02:34:47.690171, no: 37, code 034730 in process
2026-05-17 02:34:55.078630, no: 38, code 014160 in process
2026-05-17 02:35:02.393210, no: 39, code 007810 in process
2026-05-17 02:35:10.736747, no: 40, code 058730 in process
2026-05-17 02:35:18.301863, no: 41, code 041510 in process
2026-05-17 02:35:25.883834, no: 42, code 016380 in process
2026-05-17 02:35:33.290417, no: 43, code 009580 in process
2026-05-17 02:35:41.470949, no: 44, code 267270 in process
2026-05-17 02:35:49.137934, no: 45, code 038540 in process
2026-05-17 02:35:56.872760, no: 46, code 014620 in process
2026-05-17 02:36:04.907188, no: 47, code 189690 in process
2026-05-17 02:36:12.530359, no: 48, code 017550 in process
2026-05-17 02:36:20.032929, no: 49, code 039020 in process
2026-05-17 02:36:27.354936, no: 50, code 006110 in process
2026-05-17 02:36:34.783658, no: 51, code 007660 in process
2026-05-17 02:36:42.174895, no: 52, code 051900 in process
2026-05-17 02:36:49.448139, no: 53, code 052690 in process
2026-05-17 02:36:56.904596, no: 54, code 272450 in process
2026-05-17 02:37:04.243548, no: 55, code 067280 in process
2026-05-17 02:37:11.531205, no: 56, code 034310 in process
2026-05-17 02:37:18.875788, no: 57, code 000400 in process
2026-05-17 02:37:26.358884, no: 58, code 005180 in process
2026-05-17 02:37:34.089132, no: 59, code 005750 in process
2026-05-17 02:37:41.557989, no: 60, code 348210 in process
2026-05-17 02:37:48.848167, no: 61, code 234340 in process
2026-05-17 02:37:56.325518, no: 62, code 137950 in process
2026-05-17 02:38:03.718736, no: 63, code 086520 in process
2026-05-17 02:38:11.031546, no: 64, code 274090 in process
2026-05-17 02:38:18.495728, no: 65, code 032830 in process
2026-05-17 02:38:26.040158, no: 66, code 001460 in process
2026-05-17 02:38:33.417227, no: 67, code 051500 in process
2026-05-17 02:38:40.738503, no: 68, code 036690 in process
2026-05-17 02:38:48.040754, no: 69, code 000180 in process
2026-05-17 02:38:55.326140, no: 70, code 348370 in process
2026-05-17 02:39:02.666608, no: 71, code 013580 in process
2026-05-17 02:39:10.171996, no: 72, code 005960 in process
2026-05-17 02:39:17.730789, no: 73, code 016880 in process
2026-05-17 02:39:25.177223, no: 74, code 096760 in process
2026-05-17 02:39:32.513832, no: 75, code 003080 in process
2026-05-17 02:39:39.822810, no: 76, code 437730 in process
2026-05-17 02:39:47.283800, no: 77, code 450080 in process
2026-05-17 02:39:54.522464, no: 78, code 194370 in process
2026-05-17 02:40:01.832773, no: 79, code 104700 in process
2026-05-17 02:40:09.443766, no: 80, code 000020 in process
2026-05-17 02:40:16.859360, no: 81, code 084690 in process
2026-05-17 02:40:24.611244, no: 82, code 126700 in process
2026-05-17 02:40:32.135698, no: 83, code 020000 in process
2026-05-17 02:40:39.406131, no: 84, code 006800 in process
2026-05-17 02:40:46.927864, no: 85, code 005930 in process
2026-05-17 02:40:54.699405, no: 86, code 063570 in process
2026-05-17 02:41:02.428244, no: 87, code 012750 in process
2026-05-17 02:41:10.296570, no: 88, code 457190 in process
2026-05-17 02:41:17.609728, no: 89, code 010820 in process
2026-05-17 02:41:25.125582, no: 90, code 950220 in process
----> no: 90, code 950220 currency not in KRW, skipping
2026-05-17 02:41:30.324674, no: 91, code 068760 in process
2026-05-17 02:41:37.610072, no: 92, code 293490 in process
2026-05-17 02:41:44.888986, no: 93, code 010140 in process
2026-05-17 02:41:52.254677, no: 94, code 001340 in process
2026-05-17 02:41:59.680880, no: 95, code 350520 in process
2026-05-17 02:42:05.516454, no: 96, code 018310 in process
2026-05-17 02:42:12.890173, no: 97, code 118990 in process
2026-05-17 02:42:20.189870, no: 98, code 051370 in process
2026-05-17 02:42:27.485176, no: 99, code 016360 in process
partial_rescan batch operation: 200
Financial data collection log >> 
2026-05-17 02:43:09.717838, no: 0, code 001470 in process
2026-05-17 02:43:17.151103, no: 1, code 003490 in process
2026-05-17 02:43:24.558429, no: 2, code 009200 in process
2026-05-17 02:43:33.310362, no: 3, code 267260 in process
2026-05-17 02:43:40.574596, no: 4, code 241710 in process
2026-05-17 02:43:47.858098, no: 5, code 005880 in process
2026-05-17 02:43:55.221669, no: 6, code 102370 in process
2026-05-17 02:44:02.610790, no: 7, code 071840 in process
2026-05-17 02:44:09.874216, no: 8, code 071090 in process
2026-05-17 02:44:17.239470, no: 9, code 079370 in process
2026-05-17 02:44:24.692413, no: 10, code 025900 in process
2026-05-17 02:44:32.033195, no: 11, code 035510 in process
2026-05-17 02:44:40.282007, no: 12, code 005490 in process
2026-05-17 02:44:47.554596, no: 13, code 009070 in process
2026-05-17 02:44:55.056566, no: 14, code 001060 in process
2026-05-17 02:45:02.361784, no: 15, code 257720 in process
2026-05-17 02:45:09.716517, no: 16, code 029460 in process
2026-05-17 02:45:17.065397, no: 17, code 067160 in process
